,SLIDE_TYPE,M_WIDTH,S_LENGTH,SLOPE,COVER,YEAR_1,HEADELEV,TAILELEV,ELE_DIFF,GULLY,CLASS,curv_plan,curv_prof,aspect,curv,ID,history
47798,R,26.0,7.0,45.0,C,1963,324.0,314.0,10.0,N,B2,0.121415,-0.124306,-9999.0,0.245721,47798,59
55437,R,12.0,11.5,27.0,B,1963,162.0,158.0,4.0,N,B1,0.270293,-0.0737164,162.997,0.34401,55437,59
105683,R,9.0,12.5,46.0,C,1964,92.0,80.0,12.0,N,B1,-0.156243,0.261483,145.176,-0.417726,105683,58
49006,R,12.0,11.0,24.5,C,1963,169.0,162.0,7.0,N,C1,0.118829,-0.065462,222.427,0.184291,49006,59
9708,R,10.0,6.5,29.5,C,1963,295.0,292.0,3.0,N,B1,0.102558,0.114844,184.821,-0.0122861,9708,59
9336,R,8.0,6.5,33.0,C,1963,36.0,9999.0,9999.0,N,A2,0.0773354,-0.229816,336.105,0.307151,9336,59
95766,R,8.0,7.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,-0.420075,0.206514,63.2459,-0.626589,95766,59
68026,C,13.0,8.0,42.0,A,2000,357.0,309.0,48.0,N,-,0.46687,-0.294865,124.077,0.761736,68026,22
17745,R,8.0,5.5,41.5,C,1963,71.0,66.0,5.0,N,B1,0.0,0.0,98.0012,0.0,17745,59
57763,R,17.5,18.0,38.0,D,1963,108.0,97.0,11.0,N,C1,0.0720579,0.15806,230.307,-0.0860024,57763,59
86453,R,7.5,11.5,43.0,C,1963,340.0,334.0,6.0,N,A2,-0.21996,-0.21996,66.4287,0.0,86453,59
94225,R,9.0,9.0,36.0,D,1963,39.0,34.0,5.0,N,B1,-0.0921455,0.251864,288.349,-0.34401,94225,59
20039,O,8.0,6.0,37.0,A,1993,245.0,223.0,22.0,N,-,-0.16538,-0.0793773,-9999.0,-0.0860024,20039,29
100444,R,8.5,8.0,38.5,C,1963,135.0,130.0,5.0,N,C1,0.734634,-0.149962,192.304,0.884596,100444,59
18370,R,5.0,4.5,24.5,C,1963,205.0,202.0,3.0,N,A2,-0.0122861,0.135147,237.445,-0.147433,18370,59
56212,R,12.0,10.0,44.0,C,1963,80.0,72.0,8.0,N,B2,0.30052,-0.141779,27.0721,0.442298,56212,59
87979,R,13.5,12.5,50.0,D,1963,221.0,211.0,10.0,N,C1,-0.283546,0.637908,134.502,-0.921454,87979,59
66102,R,7.5,11.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,0.21687,-0.00427866,32.3277,0.221149,66102,59
38635,R,8.5,17.5,29.0,C,1963,171.0,162.0,9.0,N,B1,-0.221468,0.110255,157.422,-0.331724,38635,59
73092,R,15.0,11.0,42.0,C,1963,139.0,131.0,8.0,N,B1,0.0767879,-0.0460727,8.90172,0.122861,73092,59
65997,R,8.0,11.5,35.5,C,1963,179.0,171.0,8.0,N,C1,0.253479,-0.0659588,260.134,0.319438,65997,59
85548,R,13.0,10.0,32.5,D,1963,556.0,549.0,7.0,N,B1,0.0660553,-0.118236,260.655,0.184291,85548,59
42359,R,9.0,9.5,52.0,D,1963,256.0,247.0,9.0,N,C1,0.324401,0.14011,329.036,0.184291,42359,59
73297,O,6.5,5.0,28.5,B,1963,373.0,363.0,10.0,N,-,0.171976,-0.0614595,8.60448,0.233435,73297,59
103502,R,15.5,14.5,47.0,C,1945,327.0,309.0,18.0,N,B2,-0.46942,-0.0762663,105.353,-0.393154,103502,77
12012,R,11.0,6.0,42.0,C,1963,29.0,24.0,5.0,N,B2,-0.0184291,0.00614303,55.2825,-0.0245721,12012,59
59612,R,10.0,10.5,24.5,C,1963,378.0,370.0,8.0,N,C1,-0.255113,-0.0831086,139.441,-0.172005,59612,59
84334,R,10.0,9.0,26.5,C,1963,300.0,293.0,7.0,N,B1,-0.0237569,0.197392,320.421,-0.221149,84334,59
55538,R,32.0,26.0,32.5,B,1963,79.0,61.0,18.0,Y,C2,0.199013,-0.169569,128.205,0.368582,55538,59
8499,R,7.0,7.5,36.0,C,1963,178.0,174.0,4.0,N,A2,-0.158666,0.246774,86.2414,-0.40544,8499,59
16782,R,5.0,3.5,49.5,C,1963,213.0,211.0,2.0,N,B1,0.210715,0.00185224,114.912,0.208863,16782,59
49094,R,14.0,10.0,44.5,C,1963,171.0,163.0,8.0,N,B1,-0.177787,-0.0426399,5.58724,-0.135147,49094,59
52049,C,9.0,7.0,36.0,A,1977,214.0,129.0,85.0,N,-,-0.218765,-0.00990245,344.787,-0.208863,52049,45
6292,R,11.0,7.5,28.5,C,1963,199.0,195.0,4.0,N,C1,0.0317992,0.0563713,222.194,-0.0245721,6292,59
9060,R,14.0,9.0,37.0,C,1963,112.0,105.0,7.0,N,A2,0.0925274,0.694544,334.829,-0.602017,9060,59
69116,R,5.0,4.0,38.0,C,1963,191.0,187.0,4.0,N,B2,-0.162176,0.00982885,105.803,-0.172005,69116,59
101569,C,4.0,5.0,30.0,A,2016,192.0,172.0,20.0,N,-,0.059099,0.132815,28.3792,-0.0737164,101569,6
90371,R,8.0,11.5,50.0,C,1963,253.0,243.0,10.0,N,A2,-0.149111,0.121182,336.666,-0.270293,90371,59
3918,R,16.0,8.5,38.5,C,1963,405.0,397.0,8.0,N,B1,-0.120818,0.149476,246.703,-0.270293,3918,59
94047,R,12.0,11.5,32.5,C,1963,30.0,24.0,6.0,N,C1,-0.0923046,0.141131,52.5946,-0.233435,94047,59
33625,R,12.0,11.5,34.0,C,1963,71.0,64.0,7.0,N,C1,0.134149,-0.0747144,210.769,0.208863,33625,59
29926,R,14.0,22.0,35.5,C,1963,333.0,320.0,13.0,N,C2,-0.00230307,0.0345551,45.7572,-0.0368582,29926,59
20688,R,15.0,7.0,38.0,C,1963,76.0,70.0,6.0,N,A2,-0.0268622,0.0591403,300.185,-0.0860024,20688,59
28968,R,17.0,36.0,43.0,D,1963,225.0,182.0,43.0,N,A1,0.241304,0.0447267,284.647,0.196577,28968,59
6959,R,19.0,10.0,22.0,D,1963,378.0,375.0,3.0,N,C2,0.0302643,0.251413,346.759,-0.221149,6959,59
107378,R,21.0,9.0,36.0,C,1963,297.0,292.0,5.0,N,C2,0.00274869,-0.181542,139.574,0.184291,107378,59
27022,R,14.0,10.5,42.0,C,1963,129.0,122.0,7.0,N,C2,0.0808058,0.105378,-9999.0,-0.0245721,27022,59
60294,R,7.5,11.5,57.5,C,1963,202.0,189.0,13.0,N,B2,0.102178,-0.00839676,112.324,0.110575,60294,59
93793,R,8.0,11.0,35.5,C,1963,235.0,229.0,6.0,N,C1,0.126864,0.0777199,152.509,0.0491442,93793,59
28812,C,8.0,10.0,21.0,A,1973,28.0,11.0,17.0,Y,-,0.00982885,0.0958313,278.366,-0.0860024,28812,49
3798,R,25.0,12.0,29.5,C,1963,253.0,244.0,9.0,N,A2,0.0732869,-0.147862,92.406,0.221149,3798,59
83571,R,10.5,6.0,40.5,C,1963,147.0,144.0,3.0,N,C1,-0.0508182,0.108901,18.5911,-0.159719,83571,59
30037,R,7.0,9.0,51.5,C,1963,294.0,284.0,10.0,N,B2,-0.264784,0.0300812,216.444,-0.294865,30037,59
85,R,12.0,4.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,S,0.0633093,-0.0718373,325.637,0.135147,85,59
110873,R,5.0,6.0,50.0,C,1963,29.0,22.0,7.0,N,B1,0.00279825,0.113373,154.044,-0.110575,110873,59
17275,R,10.0,6.0,38.5,B,1963,702.0,694.0,8.0,N,B2,0.473091,0.190511,181.042,0.282579,17275,59
93699,R,6.5,10.5,40.5,C,1963,333.0,326.0,7.0,N,C1,0.201416,-0.265454,203.314,0.46687,93699,59
3202,R,24.0,11.5,37.0,C,1963,408.0,398.0,10.0,N,C2,-0.00253823,0.046606,68.3556,-0.0491442,3202,59
80449,R,9.5,9.0,39.5,D,1963,233.0,228.0,5.0,N,B1,-0.193718,0.12572,283.748,-0.319438,80449,59
12211,R,14.0,14.5,35.5,C,1963,150.0,143.0,7.0,N,C1,0.241334,-0.200964,-9999.0,0.442298,12211,59
51882,R,12.0,9.0,37.0,B,1963,314.0,309.0,5.0,N,B2,0.347875,-0.0698511,198.435,0.417726,51882,59
43375,R,16.0,10.5,42.5,D,1963,71.0,63.0,8.0,N,B1,-0.225449,0.265994,280.394,-0.491442,43375,59
79472,R,7.0,8.5,48.5,C,1963,387.0,378.0,9.0,N,B1,0.0874029,0.0874029,220.192,0.0,79472,59
4194,R,24.0,10.5,33.0,C,1963,318.0,310.0,8.0,N,B1,-0.124761,0.391254,90.9094,-0.516015,4194,59
60334,R,5.5,7.5,32.5,C,1963,138.0,133.0,5.0,N,C1,0.210864,-0.108573,161.342,0.319438,60334,59
98276,O,3.0,3.0,37.0,A,2017,212.0,206.0,6.0,N,-,0.155797,-0.126783,183.443,0.282579,98276,5
92166,R,10.0,15.5,45.5,C,1963,197.0,187.0,10.0,N,B1,-0.168191,0.814694,-9999.0,-0.982885,92166,59
95390,O,8.0,7.0,32.5,A,1963,48.0,36.0,12.0,N,-,-0.189016,0.499003,101.224,-0.688019,95390,59
71793,R,12.0,5.5,31.5,C,1963,70.0,67.0,3.0,N,C1,0.163332,-0.0578168,130.03,0.221149,71793,59
44880,R,17.0,9.5,36.0,C,1963,212.0,202.0,10.0,N,C2,0.107503,-0.0153576,96.8182,0.122861,44880,59
24397,R,15.0,6.5,29.0,C,1963,87.0,82.0,5.0,N,C1,-0.280649,0.149363,7.54942,-0.430012,24397,59
3574,R,25.0,14.0,37.0,C,1963,281.0,274.0,7.0,N,C2,-0.648681,0.0639101,293.682,-0.712591,3574,59
68919,R,10.0,9.5,40.5,C,1963,260.0,254.0,6.0,N,B1,-0.275977,0.0557464,185.606,-0.331724,68919,59
16457,R,9.0,9.0,46.5,C,1963,105.0,97.0,8.0,N,B1,-0.207009,0.35815,166.497,-0.565159,16457,59
89672,O,4.0,3.0,45.0,A,1945,61.0,56.0,5.0,N,-,0.240069,-0.177657,296.903,0.417726,89672,77
33392,R,7.0,13.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,A2,-0.0301419,0.166435,223.478,-0.196577,33392,59
49508,O,5.0,20.0,45.5,A,1982,155.0,87.0,68.0,N,-,0.363378,-0.0297756,316.123,0.393154,49508,40
87356,R,15.0,16.5,34.0,C,1963,234.0,221.0,13.0,N,B2,-0.0245721,1.10308e-17,-9999.0,-0.0245721,87356,59
15933,R,18.0,6.5,41.0,C,1963,50.0,44.0,6.0,N,C2,0.136776,0.0876313,-9999.0,0.0491442,15933,59
6426,R,11.0,6.0,44.0,D,1963,159.0,154.0,5.0,N,C2,-0.0193233,0.533549,306.469,-0.552873,6426,59
45411,R,22.0,10.5,29.0,C,1963,35.0,30.0,5.0,N,C2,-0.0419421,0.117777,326.56,-0.159719,45411,59
71857,R,12.0,8.0,42.0,C,1963,153.0,146.0,7.0,N,B1,0.213047,-0.0449603,223.943,0.258007,71857,59
47940,O,3.0,9.0,26.5,A,1963,130.0,124.0,6.0,Y,-,0.16745,-0.041413,201.735,0.208863,47940,59
102314,C,3.0,2.5,29.5,A,2006,84.0,78.0,6.0,N,-,0.523878,-0.26243,283.851,0.786308,102314,16
70952,R,14.0,11.0,29.5,D,1963,327.0,320.0,7.0,N,B1,0.000577275,0.172582,115.844,-0.172005,70952,59
59825,R,7.5,11.5,27.0,C,1963,177.0,170.0,7.0,N,C1,0.0860773,-0.1105,163.913,0.196577,59825,59
53889,R,15.0,7.5,29.5,C,1963,364.0,358.0,6.0,N,C2,-0.240611,0.226259,170.611,-0.46687,53889,59
61352,R,8.0,11.0,34.0,C,1963,381.0,373.0,8.0,N,A2,0.261525,0.0649482,36.3629,0.196577,61352,59
64199,R,7.0,4.0,32.5,C,1963,380.0,377.0,3.0,N,A2,0.381662,-0.0729218,244.983,0.454584,64199,59
10888,O,9.0,6.0,41.5,A,2008,184.0,166.0,18.0,N,-,-0.335409,0.524615,47.4041,-0.860024,10888,14
18488,R,16.0,7.0,50.5,C,1963,525.0,517.0,8.0,N,B1,-0.786955,0.331077,155.426,-1.11803,18488,59
24181,C,8.5,7.5,37.0,A,2008,252.0,220.0,32.0,N,-,0.232579,0.0728599,242.615,0.159719,24181,14
95227,R,9.0,11.0,42.5,D,1963,45.0,38.0,7.0,N,C1,0.186521,-0.182061,149.683,0.368582,95227,59
70416,O,8.0,5.5,9999.0,A,1949,9999.0,9999.0,9999.0,N,-,0.0,0.0,325.724,0.0,70416,73
73936,R,18.0,9.0,43.5,C,1963,547.0,541.0,6.0,N,B2,0.0660553,-0.118236,68.7026,0.184291,73936,59
21862,R,15.0,7.5,31.0,C,1963,123.0,117.0,6.0,N,A2,-0.141725,0.263715,125.453,-0.40544,21862,59
32285,R,11.0,20.0,27.0,C,1963,315.0,301.0,14.0,N,C2,0.265012,-0.251003,243.094,0.516015,32285,59
34870,R,28.0,41.5,36.0,D,1963,48.0,23.0,25.0,N,B1,0.0645986,0.273462,214.114,-0.208863,34870,59
38619,R,9.0,11.0,24.0,C,1963,204.0,195.0,9.0,N,C1,-0.08255,0.0771688,218.774,-0.159719,38619,59
86181,R,7.0,6.5,46.0,C,1963,436.0,431.0,5.0,N,A2,-0.280654,0.149358,-9999.0,-0.430012,86181,59
28783,C,5.0,15.0,9999.0,A,1945,9999.0,9999.0,9999.0,N,-,-0.316419,0.199595,58.684,-0.516015,28783,77
55290,R,13.0,7.5,74.5,C,1963,44.0,22.0,9.0,N,B1,-0.113162,-0.162306,223.755,0.0491442,55290,59
50565,R,19.0,9.0,42.0,C,1963,267.0,260.0,7.0,Y,C2,-0.18901,0.204144,311.292,-0.393154,50565,59
71889,R,19.0,13.0,29.5,C,1963,178.0,169.0,9.0,N,C1,0.00715641,-0.263137,297.627,0.270293,71889,59
93745,R,53.0,11.0,40.5,C,1963,65.0,28.0,37.0,N,A1,-0.258251,0.208619,254.946,-0.46687,93745,59
88580,O,15.0,5.0,26.5,A,1997,75.0,67.0,8.0,N,-,-0.0645018,-0.0399297,281.194,-0.0245721,88580,25
36783,R,24.0,32.0,41.0,C,1963,174.0,154.0,20.0,N,B2,0.0768517,-0.144297,175.045,0.221149,36783,59
88734,R,5.0,9.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,0.0209829,-0.0404474,114.309,0.0614303,88734,59
33261,R,16.0,19.5,24.0,C,1963,116.0,109.0,7.0,N,C1,0.101981,-0.254314,-9999.0,0.356296,33261,59
10182,R,21.0,8.0,42.0,C,1963,298.0,291.0,7.0,N,A2,-0.0613013,0.0247011,210.627,-0.0860024,10182,59
79431,R,8.0,9.0,40.5,C,1963,397.0,390.0,7.0,N,B1,0.274618,0.0288965,186.687,0.245721,79431,59
48675,R,10.0,9.5,43.5,D,1963,216.0,209.0,7.0,N,C2,-0.00023627,0.147196,217.342,-0.147433,48675,59
50635,R,11.0,7.0,42.0,C,1963,330.0,323.0,7.0,N,B1,0.0430367,0.129039,86.7887,-0.0860024,50635,59
4015,R,18.0,7.5,33.0,C,1963,535.0,530.0,5.0,N,B1,0.0605383,0.0973965,128.823,-0.0368582,4015,59
77618,R,7.0,9.0,33.0,C,1963,441.0,414.0,27.0,N,A1,0.694016,-0.768026,87.0114,1.46204,77618,59
42455,R,12.5,17.0,50.0,C,1963,106.0,95.0,11.0,N,A2,0.168043,-0.163681,96.6227,0.331724,42455,59
20475,R,11.0,5.0,40.5,C,1963,222.0,218.0,4.0,N,A2,0.109618,-0.0132423,84.8056,0.122861,20475,59
85457,R,14.0,10.0,24.0,D,1963,284.0,278.0,6.0,N,A2,0.193285,0.0212802,113.36,0.172005,85457,59
31880,R,11.0,28.0,31.5,C,1963,151.0,133.0,18.0,N,C1,0.187678,-0.316051,319.108,0.503728,31880,59
42740,R,8.0,10.0,28.5,C,1963,175.0,168.0,7.0,Y,C1,-0.0770241,-0.101596,334.983,0.0245721,42740,59
45435,R,9.0,5.0,29.5,C,1963,57.0,54.0,3.0,N,B1,-0.107503,0.0890739,197.745,-0.196577,45435,59
19162,C,5.0,5.0,34.0,A,1999,323.0,308.0,15.0,N,-,-0.229588,-0.438451,196.97,0.208863,19162,23
105227,R,7.5,9.5,43.0,C,1963,196.0,188.0,8.0,N,B1,0.073401,-0.0126015,43.4089,0.0860024,105227,59
95312,R,13.0,11.0,29.0,C,1963,14.0,9.0,5.0,Y,S,-0.0362439,-0.0116718,297.801,-0.0245721,95312,59
76899,R,7.5,7.0,40.5,D,1963,155.0,151.0,4.0,N,C1,-0.233862,0.220722,289.231,-0.454584,76899,59
31393,R,9.0,10.0,37.5,D,1963,292.0,285.0,7.0,N,B2,0.135081,0.208798,132.013,-0.0737164,31393,59
102768,R,8.0,10.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,S,0.0,0.0,329.342,0.0,102768,59
31842,R,16.0,12.0,39.5,D,1963,128.0,118.0,10.0,N,B1,-0.0329454,0.286492,237.162,-0.319438,31842,59
19217,O,5.0,3.0,34.0,A,2008,251.0,247.0,4.0,N,-,-0.405382,0.0492021,135.0,-0.454584,19217,14
13811,R,10.0,13.0,50.5,C,1963,170.0,159.0,11.0,N,B1,-0.139052,0.00838117,131.769,-0.147433,13811,59
100266,R,5.5,8.5,42.0,C,1963,21.0,12.0,9.0,N,B1,-0.0646246,0.205669,121.931,-0.270293,100266,59
85423,R,13.0,11.0,28.5,D,1963,314.0,306.0,8.0,N,B1,0.0737164,0.0614303,304.114,0.0122861,85423,59
34592,R,17.0,22.0,31.5,C,1963,310.0,294.0,16.0,N,B1,0.0583349,-0.211958,354.672,0.270293,34592,59
12911,R,17.0,8.5,40.5,C,1963,41.0,36.0,5.0,N,C2,0.034401,-0.0638875,63.8982,0.0982885,12911,59
21798,R,6.0,4.0,50.5,C,1963,149.0,146.0,3.0,N,A2,0.052413,-0.0458755,114.762,0.0982885,21798,59
63039,R,7.0,14.0,50.0,C,1963,521.0,511.0,10.0,N,A2,0.614828,-0.429487,194.721,1.04432,63039,59
43473,O,4.5,4.0,36.0,A,2000,189.0,183.0,6.0,N,-,-0.179563,0.0292998,354.428,-0.208863,43473,22
88588,O,7.0,5.5,52.5,A,1997,235.0,226.0,9.0,N,-,0.20272,-0.411583,187.918,0.614303,88588,25
21938,R,8.0,7.0,33.0,C,1963,346.0,342.0,4.0,N,C1,-0.0170725,0.326937,78.8049,-0.34401,21938,59
97553,O,3.0,3.0,28.5,A,2008,125.0,120.0,5.0,Y,-,-0.114262,0.25432,-9999.0,-0.368582,97553,14
68483,R,8.0,11.5,42.0,B,1963,250.0,242.0,8.0,N,A2,0.0272907,-0.107856,-9999.0,0.135147,68483,59
77119,R,5.0,6.0,42.0,C,1963,415.0,408.0,7.0,N,C1,-0.109273,-0.207562,141.34,0.0982885,77119,59
72042,R,18.0,10.0,36.5,C,1963,194.0,183.0,11.0,N,C2,-0.0540587,0.0196577,15.9896,-0.0737164,72042,59
18226,R,11.0,7.0,34.0,C,1963,58.0,54.0,4.0,N,B1,-0.15953,0.0124751,271.71,-0.172005,18226,59
86035,R,11.5,7.0,33.0,C,1963,405.0,400.0,5.0,N,B1,-0.278853,0.0651564,287.103,-0.34401,86035,59
6956,R,15.0,6.5,50.5,D,1963,387.0,380.0,7.0,N,C2,-0.0408974,-0.0900417,352.04,0.0491442,6956,59
82040,R,9.5,18.0,46.5,D,1963,97.0,87.0,10.0,N,A2,0.0356635,-0.0257668,182.161,0.0614303,82040,59
40985,O,6.0,5.0,29.5,A,2000,40.0,21.0,19.0,Y,-,-0.0436367,0.0792239,48.595,-0.122861,40985,22
5620,C,6.5,8.5,35.5,A,2002,333.0,300.0,33.0,N,-,0.0572362,0.118667,30.4934,-0.0614303,5620,20
95746,R,10.0,10.5,49.0,C,1963,293.0,282.0,11.0,N,B2,-0.0939701,0.274612,340.367,-0.368582,95746,59
89827,O,4.0,3.0,42.5,A,1963,11.0,7.0,4.0,N,-,-0.0921455,0.227292,147.095,-0.319438,89827,59
50542,R,21.0,9.5,44.0,C,1963,308.0,300.0,8.0,N,C2,-0.1822,0.0143765,279.605,-0.196577,50542,59
84319,R,9.5,11.5,36.0,C,1963,323.0,316.0,7.0,N,C1,-0.0873255,0.0723932,10.5448,-0.159719,84319,59
105137,R,8.5,10.5,43.5,C,1963,202.0,193.0,9.0,N,B1,0.185122,0.148264,152.241,0.0368582,105137,59
7629,C,5.0,5.0,37.5,A,1993,384.0,327.0,57.0,N,-,-0.325131,0.424319,165.099,-0.74945,7629,29
104163,R,14.0,14.0,45.5,C,1963,164.0,153.0,11.0,N,B1,-0.095444,0.150277,297.35,-0.245721,104163,59
68800,R,9.0,8.5,51.5,C,1963,106.0,97.0,9.0,N,A2,0.072869,-0.000847314,347.005,0.0737164,68800,59
110307,R,8.5,10.0,38.5,D,1963,52.0,43.0,9.0,N,B1,0.586809,-0.629511,9.40531,1.21632,110307,59
25513,R,11.0,6.0,25.5,C,1963,314.0,311.0,3.0,N,B1,0.280565,-0.0880167,-9999.0,0.368582,25513,59
103459,R,10.5,10.0,46.5,C,1945,389.0,380.0,9.0,N,B1,-0.248521,0.242921,90.7479,-0.491442,103459,77
14488,R,19.0,8.5,24.0,C,1963,85.0,79.0,6.0,N,B1,-0.0265035,-0.0265035,121.017,0.0,14488,59
12574,R,15.0,7.0,42.5,B,1963,14.0,7.0,7.0,N,S,0.0,0.0491442,160.697,-0.0491442,12574,59
51339,R,20.0,8.0,50.0,C,1963,311.0,304.0,7.0,N,C2,-0.059932,0.0875007,63.4349,-0.147433,51339,59
36063,R,15.0,12.5,36.0,C,1963,85.0,78.0,7.0,N,B1,0.185977,0.0139724,237.736,0.172005,36063,59
49409,O,3.0,3.5,45.0,A,1963,250.0,245.0,5.0,N,-,0.16279,0.261079,356.348,-0.0982885,49409,59
18296,R,11.0,6.0,36.5,C,1963,53.0,45.0,8.0,N,B1,-0.0998444,0.0475884,251.18,-0.147433,18296,59
109913,R,8.0,9.5,39.5,C,1963,57.0,48.0,9.0,N,B1,0.244343,-0.0873806,24.8002,0.331724,109913,59
23489,R,4.0,2.5,40.5,C,1963,279.0,277.0,2.0,N,A2,-0.0304694,0.0309609,131.987,-0.0614303,23489,59
49689,R,10.0,7.5,27.0,C,1963,202.0,198.0,4.0,N,C1,0.219331,-0.112392,146.689,0.331724,49689,59
74966,R,10.5,12.0,39.5,C,1963,133.0,124.0,9.0,N,B1,0.0582403,0.156529,269.542,-0.0982885,74966,59
29035,R,16.0,24.0,41.5,C,1963,236.0,220.0,16.0,N,B1,0.00177356,0.0754899,177.709,-0.0737164,29035,59
26421,R,14.0,9.5,33.0,C,1963,21.0,17.0,4.0,N,S,0.194265,-0.0760279,176.634,0.270293,26421,59
57500,R,8.5,15.5,31.0,C,1963,146.0,134.0,12.0,N,C1,0.0478197,-0.0258966,257.579,0.0737164,57500,59
56681,R,11.0,6.0,9999.0,D,1963,9999.0,9999.0,9999.0,N,B1,0.132238,-0.00290904,110.854,0.135147,56681,59
15155,R,13.0,6.5,29.5,C,1963,329.0,325.0,4.0,N,A2,-0.572964,0.0167672,81.7193,-0.589731,15155,59
77557,R,8.5,9.0,46.0,C,1963,387.0,382.0,5.0,N,C1,-0.0559814,0.337172,240.99,-0.393154,77557,59
101363,C,9.0,10.0,48.0,A,2014,136.0,96.0,40.0,N,-,0.455775,0.0380492,181.242,0.417726,101363,8
107247,R,12.0,9.5,14.5,D,1963,77.0,73.0,4.0,N,C1,-0.109727,0.0622776,150.566,-0.172005,107247,59
6826,R,14.0,7.0,53.5,C,1963,763.0,756.0,7.0,N,B2,0.0147765,-0.0835119,318.122,0.0982885,6826,59
102822,R,6.0,9.5,31.0,C,1963,127.0,121.0,6.0,N,B1,0.0,0.0,342.248,0.0,102822,59
37073,R,82.0,34.5,24.0,C,1963,316.0,291.0,25.0,N,C2,-0.130349,-0.142635,244.179,0.0122861,37073,59
15126,R,13.0,4.0,40.5,C,1963,288.0,282.0,6.0,N,A2,0.0161544,-0.290997,131.532,0.307151,15126,59
18163,R,11.0,5.0,32.5,C,1963,328.0,323.0,5.0,N,A2,-0.158538,-0.477975,278.13,0.319438,18163,59
94306,R,8.0,8.0,49.5,C,1963,131.0,124.0,7.0,N,C1,0.105591,0.117877,217.363,-0.0122861,94306,59
74579,R,7.0,9.5,82.0,C,1963,16.0,9999.0,9999.0,N,S,0.0,0.0,218.224,0.0,74579,59
77841,O,12.5,12.0,33.5,A,1963,423.0,406.0,17.0,N,-,-0.0733285,-0.0733285,124.38,0.0,77841,59
23777,O,15.0,31.0,31.0,A,1993,143.0,99.0,44.0,N,-,0.052413,-0.0458755,56.7029,0.0982885,23777,29
12622,R,17.0,7.5,53.5,C,1963,183.0,176.0,7.0,N,B1,-0.122544,0.0126023,49.6177,-0.135147,12622,59
30955,R,21.0,26.0,32.5,D,1963,534.0,521.0,13.0,N,C1,-0.367278,0.406744,309.583,-0.774022,30955,59
75375,R,8.0,7.0,41.5,C,1963,228.0,222.0,6.0,N,B1,-0.394617,0.0108235,302.293,-0.40544,75375,59
6752,R,8.0,6.0,48.5,C,1963,373.0,368.0,5.0,N,C2,1.70049e-05,-0.0245551,283.947,0.0245721,6752,59
45254,O,9.5,8.5,16.0,A,1989,92.0,82.0,10.0,N,-,-0.110781,-0.356502,27.3655,0.245721,45254,33
62151,R,9.0,8.5,49.0,D,1963,202.0,195.0,7.0,N,C1,-0.355119,0.185467,12.6282,-0.540587,62151,59
74696,R,10.0,9.5,29.5,C,1963,66.0,60.0,6.0,N,C1,-0.0316243,0.238669,164.836,-0.270293,74696,59
97632,R,7.0,4.5,47.0,C,1963,26.0,20.0,6.0,N,C1,0.231685,0.0719661,-9999.0,0.159719,97632,59
69867,R,14.0,9.5,26.5,B,1963,49.0,43.0,6.0,N,A1,-0.171509,-0.0363625,147.995,-0.135147,69867,59
87670,C,7.0,7.0,41.0,A,1997,256.0,206.0,50.0,N,-,0.577445,-0.122861,204.52,0.700305,87670,25
59708,R,7.0,7.0,52.0,C,1963,239.0,229.0,10.0,N,B2,-0.181748,0.493985,239.036,-0.675733,59708,59
19779,R,11.0,6.0,39.0,C,1963,134.0,130.0,4.0,N,B1,0.366933,-0.149082,207.072,0.516015,19779,59
62555,R,3.0,6.0,52.5,C,1963,496.0,490.0,6.0,N,B2,0.316691,-0.33447,133.636,0.651161,62555,59
31425,R,17.0,15.0,26.5,D,1963,249.0,240.0,9.0,N,C2,0.0147062,0.125281,147.861,-0.110575,31425,59
24985,R,25.0,7.5,55.5,C,1963,407.0,399.0,8.0,N,C2,0.328384,-0.224489,118.258,0.552873,24985,59
14993,R,12.0,7.0,25.5,C,1963,253.0,248.0,5.0,N,B1,0.540587,-0.294865,273.468,0.835452,14993,59
96832,R,9.0,19.5,49.0,D,1963,298.0,284.0,14.0,N,A2,-0.0617563,-0.0494702,53.455,-0.0122861,96832,59
25746,R,17.0,8.0,35.0,C,1963,166.0,161.0,5.0,N,C2,-0.287335,0.0321024,-9999.0,-0.319438,25746,59
106206,R,14.5,14.0,37.5,D,1945,80.0,72.0,8.0,N,C1,-0.0394401,0.144851,321.08,-0.184291,106206,77
63472,R,11.0,20.0,35.5,C,1963,164.0,153.0,11.0,N,B1,0.557787,-0.339095,157.499,0.896882,63472,59
8490,R,10.0,5.5,45.0,C,1963,204.0,200.0,4.0,N,B1,-0.249545,-0.00382346,61.1892,-0.245721,8490,59
7299,R,22.0,12.0,41.5,C,1963,280.0,272.0,8.0,N,C2,0.0291638,0.188883,179.185,-0.159719,7299,59
1999,R,40.0,16.5,53.5,D,1963,187.0,173.0,14.0,N,B2,0.14473,-0.150136,349.449,0.294865,1999,59
94006,R,9.0,10.5,24.0,D,1963,34.0,29.0,5.0,N,C1,-0.306361,0.221939,181.685,-0.528301,94006,59
